Product Id,Price,Listing Name,Stock
0,880,ipsa,sit,totam,338
1,239,et,ipsum,pariatur,115
2,607,perferendis,nam,rerum,452
3,949,quis,similique,adipisci,995
4,116,expedita,cumque,eos,757
5,438,et,assumenda,consequatur,513
6,495,reprehenderit,repudiandae,deserunt,507
7,416,exercitationem,incidunt,quia,243
8,363,eveniet,doloribus,consequatur,474
9,144,cumque,temporibus,similique,130
10,59,molestiae,est,voluptatem,314
11,301,fugiat,id,ducimus,473
12,103,in,eum,nisi,659
13,805,sequi,non,totam,370
14,521,fuga,tenetur,doloremque,158
15,129,fugiat,excepturi,necessitatibus,486
16,891,voluptate,non,id,528
17,49,et,facilis,id,510
18,764,vero,excepturi,illo,123
19,351,voluptatem,et,nemo,450
20,321,consequatur,perferendis,accusantium,869
21,984,sit,quisquam,necessitatibus,99
22,898,architecto,similique,doloribus,431
23,806,quasi,eos,cupiditate,316
24,455,magni,accusantium,consequatur,716
25,373,molestiae,et,rerum,129
26,432,aut,asperiores,nihil,666
27,230,dicta,fugit,sequi,402
28,588,sed,qui,magnam,101
29,344,quia,corrupti,quaerat,856
30,303,qui,et,atque,828
31,406,saepe,eos,fuga,72
32,396,possimus,doloremque,tempora,423
33,504,animi,et,ut,802
34,861,sunt,illo,non,726
35,71,molestias,nesciunt,rerum,115
36,31,quia,voluptas,totam,85
37,418,similique,architecto,est,667
38,160,sit,alias,unde,954
39,735,enim,commodi,qui,898
40,688,necessitatibus,tenetur,architecto,580
41,948,itaque,est,molestiae,75
42,560,magnam,in,quas,17
43,573,sint,similique,ut,525
44,392,ut,voluptatem,sunt,509
45,308,quis,tenetur,consequatur,85
46,398,ullam,similique,dolores,664
47,508,aspernatur,rerum,excepturi,589
48,635,magnam,quibusdam,illum,935
49,941,sit,voluptatibus,atque,357
50,48,adipisci,corporis,totam,334
51,775,labore,consequuntur,laboriosam,646
52,550,iste,id,consequatur,798
53,374,quia,repellendus,sit,987
54,671,sunt,necessitatibus,libero,159
55,402,id,sed,corporis,818
56,216,in,doloribus,adipisci,218
57,864,voluptate,vero,ut,798
58,280,omnis,tempora,modi,681
59,607,sit,sint,voluptatum,327
60,419,facere,reprehenderit,sed,220
61,18,quis,voluptas,illum,324
62,795,repellat,sunt,quasi,771
63,192,id,culpa,vitae,516
64,537,ratione,aut,eos,129
65,372,ea,aspernatur,temporibus,834
66,505,sed,deleniti,ea,353
67,576,corrupti,incidunt,ab,549
68,564,rem,quam,deserunt,134
69,269,quo,cum,atque,455
70,568,odio,id,consequatur,6
71,101,fugiat,dolor,sint,96
72,832,nihil,at,consequatur,436
73,423,impedit,ad,at,276
74,954,eveniet,quod,aliquam,450
75,558,rerum,numquam,aut,124
76,208,dicta,vel,totam,68
77,929,rerum,laborum,aspernatur,400
78,684,ratione,suscipit,perspiciatis,877
79,23,aut,quidem,sapiente,700
80,952,officia,voluptatem,magni,318
81,380,ut,culpa,totam,657
82,626,omnis,quidem,dolorem,141
83,829,eligendi,labore,atque,397
84,785,dolor,est,eos,759
85,713,officiis,aut,ratione,775
86,650,earum,dolorum,possimus,469
87,397,impedit,recusandae,vel,446
88,468,aut,autem,iste,25
89,954,ducimus,necessitatibus,aut,431
90,3,ab,voluptas,nulla,674
91,694,aut,voluptatem,assumenda,143
92,795,repellendus,dolor,quaerat,861
93,965,dolorem,et,assumenda,711
94,501,consequatur,vitae,at,694
95,273,suscipit,aliquam,ipsam,767
96,734,officiis,quam,sed,817
97,442,et,nulla,voluptatum,106
98,373,nam,ex,est,402
99,848,sit,labore,a,760
100,979,eum,quia,qui,303
101,292,omnis,fuga,quo,512
102,710,rerum,placeat,est,942
103,462,cum,rerum,aspernatur,259
104,516,tempora,perspiciatis,nobis,526
105,287,deleniti,quia,et,60
106,69,voluptate,ut,sequi,425
107,938,repudiandae,reiciendis,atque,479
108,291,enim,totam,pariatur,231
109,703,optio,quos,est,119
110,498,voluptatum,tempore,repellat,883
111,22,corrupti,et,vel,189
112,130,voluptatibus,et,laudantium,177
113,202,in,omnis,quis,994
114,664,iusto,eum,explicabo,817
115,701,veritatis,non,adipisci,854
116,322,sit,minus,harum,179
117,478,rerum,ut,eos,705
118,690,consequatur,maxime,non,722
119,767,inventore,repellat,necessitatibus,862
120,802,quisquam,voluptatem,possimus,62
121,304,vel,esse,voluptatem,530
122,610,maxime,et,mollitia,284
123,656,quo,dolores,veritatis,219
124,173,incidunt,et,pariatur,768
125,913,voluptas,id,placeat,632
126,233,nostrum,officiis,voluptatum,694
127,573,est,sed,quam,32
128,423,est,iste,eos,869
129,26,enim,dolorum,nisi,427
130,273,voluptatem,rem,dolorum,502
131,774,et,ut,dolorem,488
132,671,consequatur,eveniet,cumque,534
133,886,doloribus,et,nihil,676
134,878,autem,voluptas,culpa,632
135,256,molestiae,alias,quam,588
136,408,autem,minus,asperiores,651
137,69,sit,beatae,atque,965
138,256,ut,omnis,asperiores,337
139,786,dicta,numquam,saepe,393
140,462,officiis,recusandae,debitis,123
141,273,ipsa,velit,sed,95
142,678,voluptas,vel,eveniet,413
143,218,in,ex,officia,715
144,862,eum,autem,omnis,32
145,246,ea,saepe,dicta,77
