"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status"
"https://www.bvsas.sk/images/icongrafic/firmy.svg","image/svg+xml;charset=UTF-8","0","12","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2016/mon_0438.jpg","image/jpeg;charset=UTF-8","163088","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/karlova-ves-adamiho-detske-ihrisko/s_karlovka-1.jpg","image/jpeg;charset=UTF-8","7894","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/vodarenska-zahrada/vodarenska-zahrada-06.jpg","image/jpeg;charset=UTF-8","1672924","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/rusovce/rusovce-1.jpg","image/jpeg;charset=UTF-8","89719","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2016/s_mon_9863.jpg","image/jpeg;charset=UTF-8","24130","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/2017-04-18_vm-03.jpg","image/jpeg;charset=UTF-8","192481","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/mon_2197.jpg","image/jpeg;charset=UTF-8","105865","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/vonkajsia-expozicia/vonkajsia-expozicia-012.jpg","image/jpeg;charset=UTF-8","1510687","0","Indexable",""
"https://www.bvsas.sk/templates/bvs_web/assets/images/bvs_logo_w.svg","image/svg+xml;charset=UTF-8","0","334","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/img_20191015_112325.jpg","image/jpeg;charset=UTF-8","134144","0","Indexable",""
"https://www.bvsas.sk/images/firmy/sluzby/odbery-analyza.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/aupark/s_aupark-12.jpg","image/jpeg;charset=UTF-8","7272","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/vonkajsia-expozicia/vonkajsia-expozicia-003.jpg","image/jpeg;charset=UTF-8","2495287","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/karloveske-rameno/karloveske-rameno-08.jpg","image/jpeg;charset=UTF-8","2396808","0","Indexable",""
"https://www.bvsas.sk/images/pomoc-podpora/cennik/obrazok-4-4-1.png","image/png;charset=UTF-8","78126","0","Indexable",""
"https://www.bvsas.sk/images/sk/hlavna-stranka/rychle-odkazy/tlaciva.svg","image/svg+xml;charset=UTF-8","0","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/sad-jk/sad-jk-15.jpg","image/jpeg;charset=UTF-8","215957","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_2017-04-18_vm-03.jpg","image/jpeg;charset=UTF-8","25311","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/ostrov-sihot/s_expozicia-na-ostrove-sihot-001.jpg","image/jpeg;charset=UTF-8","26599","1","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/rain-level-03.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/kvalita-vody/ako-setrit-vodu-domacnosti/rain-water.png?v=1668364254","image/png;charset=UTF-8","784","1","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/karloveske-rameno/s_karloveske-rameno-06.jpg","image/jpeg;charset=UTF-8","33350","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/prenajom-priestorov/komercne-podujatia-vo-vm_01.jpg","image/jpeg;charset=UTF-8","892336","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/prenajom-priestorov/s_komercne-podujatia-vo-vm_10.jpg","image/jpeg;charset=UTF-8","16652","2","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_untitled-04535.jpg","image/jpeg;charset=UTF-8","28877","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/pezinok/pezinok-13.jpg","image/jpeg;charset=UTF-8","219388","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2015/dsc_0550.jpg","image/jpeg;charset=UTF-8","378355","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2018/_bsk9322.jpg","image/jpeg;charset=UTF-8","196778","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_untitled-04508.jpg","image/jpeg;charset=UTF-8","34730","1","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/ico_48.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/vodarenske-muzeum/muzeum-5.jpg","image/jpeg;charset=UTF-8","98558","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/rusovce/rusovce-5.jpg","image/jpeg;charset=UTF-8","109128","0","Indexable",""
"https://www.bvsas.sk/images/kontakt/kontaktne-centra/ico_50.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/medicka-zahrada/s_medicka-zahrada-5.jpg","image/jpeg;charset=UTF-8","9110","1","Indexable",""
"https://www.bvsas.sk/images/gallery/linky-paticke/eu-projekty/odkanalizovanie-podunajskej-casti-bratislavskeho-regionu/s_3.jpg","image/jpeg;charset=UTF-8","7851","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/prenajom-priestorov/s_komercne-podujatia-vo-vm_09.jpg","image/jpeg;charset=UTF-8","15397","2","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/nadacia-bvs/bvs_banner_naucmesa_final-768x292.jpg?v=1620241314","image/jpeg;charset=UTF-8","50758","1","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/zelezna-studnicka/s_studnicka-3.jpg","image/jpeg;charset=UTF-8","5175","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/untitled-04435.jpg","image/jpeg;charset=UTF-8","357426","0","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/ico_32.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/kvalita-vody/ako-setrit-vodu-domacnosti/rest-water.png","image/png;charset=UTF-8","515","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/karlova-ves-adamiho-detske-ihrisko/s_karlovka-5.jpg","image/jpeg;charset=UTF-8","9345","1","Indexable",""
"https://www.bvsas.sk/images/kontakt/taby/tlaciva/tlaciva.svg","image/svg+xml;charset=UTF-8","0","1","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/logo_op-zp.png?v=1621538550","image/png;charset=UTF-8","20441","3","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_286370943_701360211078712_8735908023894673724_n.jpg","image/jpeg;charset=UTF-8","17797","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/holic/s_holic-8.jpg","image/jpeg;charset=UTF-8","6023","1","Indexable",""
"https://www.bvsas.sk/images/kvalita-vody/bratislavske-trasy-sviezosti/icons-run-economy.png?v=1662309287","image/png;charset=UTF-8","820","1","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2015/dsc_0637.jpg","image/jpeg;charset=UTF-8","377833","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/vodarenska-zahrada/s_vodarenska-zahrada-010.jpg","image/jpeg;charset=UTF-8","26030","2","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/vodarenske-muzeum/s_muzeum-4.jpg","image/jpeg;charset=UTF-8","8629","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/sad-jk/sad-jk-11.jpg","image/jpeg;charset=UTF-8","244292","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2018/s__bsk9373.jpg","image/jpeg;charset=UTF-8","24706","1","Indexable",""
"https://www.bvsas.sk/images/novinky/bvs-zrekonstruuje-vodovod-hradskej-ulici-bratislave/web1.jpg","image/jpeg;charset=UTF-8","1177641","1","Indexable",""
"https://www.bvsas.sk/images/modra-skola/vyucbove-programy/exkurzie-do-objektov-bvs-s/expozicia-ostrove-sihot-003.jpg","image/jpeg;charset=UTF-8","3196320","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2017/s_dsc00268.jpg","image/jpeg;charset=UTF-8","18495","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2015/s_dsc_0608.jpg","image/jpeg;charset=UTF-8","36335","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/aupark/s_aupark-3.jpg","image/jpeg;charset=UTF-8","9708","1","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/ico_8.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/ico_35.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/vyskum-vyvoj.png","image/png;charset=UTF-8","18402","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/novy-podadresar/cov-petrzalka/s_20221018_094554.jpg","image/jpeg;charset=UTF-8","13636","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/malacky/malacky-3.jpg","image/jpeg;charset=UTF-8","129107","0","Indexable",""
"https://www.bvsas.sk/images/modra-skola/vyucbove-programy-modrej-skoly/exkurzie-do-objektov-bvs-s/cov-petrzalka.jpeg","image/jpeg;charset=UTF-8","48026","0","Indexable",""
"https://www.bvsas.sk/images/vodarenske-muzeum/vodarenska-zahrada/vodarenska-zahrada/obmedzenia-areali_rekonstrukcia.png","image/png;charset=UTF-8","420618","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/vonkajsia-expozicia/s_vonkajsia-expozicia-009.jpg","image/jpeg;charset=UTF-8","26784","2","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_mon_2268.jpg","image/jpeg;charset=UTF-8","15192","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/sad-jk/sad-jk-4.jpg","image/jpeg;charset=UTF-8","276922","0","Indexable",""
"https://www.bvsas.sk/images/pomoc-podpora/reklamacie/reklamacia-faktury/tipy/unik-vody/vodomer-arrow.jpg?v=1622123862","image/jpeg;charset=UTF-8","38485","1","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/domacnosti/fakturacia/faktury/vysvetlenie-vyuctovaciej-faktury-1-strana.jpg?v=1627027962","image/jpeg;charset=UTF-8","450499","2","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/aupark/aupark-3.jpg","image/jpeg;charset=UTF-8","143423","0","Indexable",""
"https://www.bvsas.sk/images/partneri/mesto-bratislava-logo.png","image/png;charset=UTF-8","32077","1","Indexable",""
"https://www.bvsas.sk/images/gallery/o_aupark-5.jpg?w=720&h=290&ip=5","image/jpeg;charset=UTF-8","291293","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/sad-jk/s_sad-jk-2.jpg","image/jpeg;charset=UTF-8","7532","1","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/mzp.png","image/png;charset=UTF-8","28179","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/pionerska/s_pionerska-3.jpg","image/jpeg;charset=UTF-8","6926","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2016/s_mon_9920.jpg","image/jpeg;charset=UTF-8","25467","1","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/ico_17.svg","image/svg+xml;charset=UTF-8","0","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/vodarenska-zahrada/s_vodarenska-zahrada-03.jpg","image/jpeg;charset=UTF-8","25798","2","Indexable",""
"https://www.bvsas.sk/images/ikony/svg/ico_35.svg?v=1618924659","image/svg+xml;charset=UTF-8","0","2","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/rusovce/rusovce-8.jpg","image/jpeg;charset=UTF-8","208744","0","Indexable",""
"https://www.bvsas.sk/images/eco-projekty/e-faktura/13-stromov.png?v=1618688644545","image/png;charset=UTF-8","3007","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/sad-jk/s_sad-jk-14.jpg","image/jpeg;charset=UTF-8","8371","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/ostrov-sihot/expozicia-na-ostrove-sihot-007.jpg","image/jpeg;charset=UTF-8","1006390","0","Indexable",""
"https://www.bvsas.sk/images/gallery/linky-paticke/eu-projekty/dobudovanie-kanalizacie-cov-aglomeracii-modra/ciele-vysledok-projektu/p1010780.jpg","image/jpeg;charset=UTF-8","139822","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/expozicia-vodarenskeho-muzea/expozicia/s_vodarenske-muzeum_expozicie-014.jpg","image/jpeg;charset=UTF-8","29436","2","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/nadacia-bvs/grantovy-program-naucme-viac-vode-2021/bvs_banner_naucmesa_final-768x292.jpg","image/jpeg;charset=UTF-8","50758","0","Indexable",""
"https://www.bvsas.sk/images/domacnosti/fakturacia/faktury/sposoby-uhrady-faktur/banner-inkaso-2-2022-web.jpg?v=1645378899","image/jpeg;charset=UTF-8","104814","2","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/expozicia-vodarenskeho-muzea/expozicia/s_vodarenske-muzeum_expozicie-01.jpg","image/jpeg;charset=UTF-8","26634","2","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/svaty-jur/svaty-jur-3.jpg","image/jpeg;charset=UTF-8","184020","1","Indexable",""
"https://www.bvsas.sk/images/gallery/linky-paticke/eu-projekty/cov-rohoznik-rekonstrukcia-modernizacia/ciele-vysledok-projektu/s_rohoz_4.jpg","image/jpeg;charset=UTF-8","12047","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbove-programy/exkurzie-do-objektov-bvs-s/mon_2967.jpg","image/jpeg;charset=UTF-8","364150","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/expozicia-vodarenskeho-muzea/expozicia/s_vodarenske-muzeum_expozicie-05.jpg","image/jpeg;charset=UTF-8","22053","2","Indexable",""
"https://www.bvsas.sk/images/ikony/png/ico_40.png","image/png;charset=UTF-8","6885","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/novy-podadresar/cov-petrzalka/cov-vrakuna_2019-41.jpg","image/jpeg;charset=UTF-8","501532","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/expozicia-vodarenskeho-muzea/expozicia/vodarenske-muzeum_expozicie-03.jpg","image/jpeg;charset=UTF-8","946271","0","Indexable",""
"https://www.bvsas.sk/images/icongrafic/domacnosti-1.svg","image/svg+xml;charset=UTF-8","0","20","Indexable",""
"https://www.bvsas.sk/images/kontakt/taby/nahlasenie-stavu-vodomeru/vodomer.svg","image/svg+xml;charset=UTF-8","0","1","Indexable",""
"https://www.bvsas.sk/images/eco-projekty/e-faktura/banner-10000-stromov.jpg?v=1618687629","image/jpeg;charset=UTF-8","302327","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/vodarenske-muzeum/prenajom-priestorov/rozmery-kapacita-priestorov-prenajom_png.png","image/png;charset=UTF-8","47727","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/modra/modra-1.jpg","image/jpeg;charset=UTF-8","118553","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2017/s_dsc00023.jpg","image/jpeg;charset=UTF-8","19501","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2015/dsc_0572.jpg","image/jpeg;charset=UTF-8","379759","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/vonkajsia-expozicia/s_vonkajsia-expozicia-005.jpg","image/jpeg;charset=UTF-8","27107","2","Indexable",""
"https://www.bvsas.sk/images/gallery/linky-paticke/eu-projekty/odkanalizovanie-podunajskej-casti-bratislavskeho-regionu/popis-projektu/ximg_6681.jpg","image/jpeg;charset=UTF-8","74931","0","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/logo_zivpro.png","image/png;charset=UTF-8","13738","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/vodarenska-zahrada/vodarenska-zahrada-012.jpg","image/jpeg;charset=UTF-8","2414052","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_mon_2448.jpg","image/jpeg;charset=UTF-8","14191","1","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/logo_op-zp.png","image/png;charset=UTF-8","20441","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/cyklopoint/s_cyklopoint-vodarenske-muzeum-2022-63.jpg","image/jpeg;charset=UTF-8","26429","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/novy-podadresar/cov-petrzalka/cov-vrakuna_2019-11.jpg","image/jpeg;charset=UTF-8","550148","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/roh-karadzicovej-a-zahradnickej-ulic/s_karadzicova-zahradnicka-3.jpg","image/jpeg;charset=UTF-8","10471","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/aupark/s_aupark-7.jpg","image/jpeg;charset=UTF-8","6376","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/cyklopoint/cyklopoint-vodarenske-muzeum-2022-59.jpg","image/jpeg;charset=UTF-8","2156007","0","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2016/s_mon_0002.jpg","image/jpeg;charset=UTF-8","25258","1","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/rusovce/s_rusovce-4.jpg","image/jpeg;charset=UTF-8","8106","1","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/fotogaleria/karloveske-rameno/karloveske-rameno-01.jpg","image/jpeg;charset=UTF-8","2945944","0","Indexable",""
"https://www.bvsas.sk/images/gallery/kvalita-vody/pitne-fontany/lokality/malacky/malacky-7.jpg","image/jpeg;charset=UTF-8","244642","0","Indexable",""
"https://www.bvsas.sk/images/kvalita-vody/ako-setrit-vodu-domacnosti/rain-water.png","image/png;charset=UTF-8","784","0","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/opkzp.png","image/png;charset=UTF-8","30766","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/vodarenska-zahrada/s_vodarenska-zahrada-07.jpg","image/jpeg;charset=UTF-8","31444","2","Indexable",""
"https://www.bvsas.sk/images/linky-paticke/eu-projekty/vyskum-vyvoj.png?v=1621538550","image/png;charset=UTF-8","18402","1","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/novy-podadresar/cov-petrzalka/s_cov2.jpg","image/jpeg;charset=UTF-8","11835","1","Indexable",""
"https://www.bvsas.sk/images/gallery/linky-paticke/eu-projekty/odkanalizovanie-podunajskej-casti-bratislavskeho-regionu/popis-projektu/s_ximg_6658.jpg","image/jpeg;charset=UTF-8","10675","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/vyucbovy-programy/s_untitled-04544.jpg","image/jpeg;charset=UTF-8","32255","1","Indexable",""
"https://www.bvsas.sk/images/gallery/modra-skola/fotagaleria/festival-vody/fv-2019/dsc04884.jpg","image/jpeg;charset=UTF-8","362262","0","Indexable",""
"https://www.bvsas.sk/images/kvalita-vody/ako-setrit-vodu-domacnosti/shower.png?v=1668364254","image/png;charset=UTF-8","960","1","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/images/gallery/linky-paticke/eu-projekty/odkanalizovanie-podunajskej-casti-bratislavskeho-regionu/popis-projektu/ximg_6712.jpg","image/jpeg;charset=UTF-8","76432","0","Indexable",""
"https://www.bvsas.sk/images/pomoc-podpora/zakaznicky-portal/zakaznicky-portal-tipy-triky/zmena-postovej-poukazky-bankovy-prevod/1.jpg","image/jpeg;charset=UTF-8","11656","0","Indexable",""
"https://www.bvsas.sk/images/gallery/vodarenske-muzeum/muzeum-expozicie/ostrov-sihot/s_expozicia-na-ostrove-sihot-008.jpg","image/jpeg;charset=UTF-8","16630","1","Indexable",""
